protein_id,gene_symbol,taxon_id,taxon_label,term_id,term_label,term_description,term_ontology,evidence_type,negated,original_reference_id,original_reference_title,supporting_entities,extensions,review_summary,review_action,review_reason,review_supporting_text,review_proposed_replacement_terms,review_additional_reference_ids
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:1900182,positive regulation of protein localization to nucleus,,,IDA,,PMID:8605876,Phosphorylated interferon-alpha receptor 1 subunit (IFNaR1) acts as a docking site for the latent form of the 113 kDa STAT2 protein.,,,STAT2 nuclear localization,KEEP_AS_NON_CORE,"JAK1 promotes STAT nuclear translocation, but this is downstream of kinase activity.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004713,protein tyrosine kinase activity,,,IDA,,PMID:7532278,Role of STAT2 in the alpha interferon signaling pathway.,,,STAT2 in IFN signaling pathway,ACCEPT,Direct evidence for JAK1 kinase activity. Core function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004713,protein tyrosine kinase activity,,,IDA,,PMID:7973659,Functional activation of Jak1 and Jak3 by selective association with IL-2 receptor subunits.,,,JAK1 and JAK3 with IL-2 receptor,ACCEPT,Direct evidence for JAK1 kinase activity in IL-2 signaling. Core function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0030154,cell differentiation,,,IDA,,PMID:28781374,IL-11 induces differentiation of myeloid-derived suppressor cells through activation of STAT3 signalling pathway.,,,IL-11-induced MDSC differentiation,KEEP_AS_NON_CORE,"JAK1 contributes to cell differentiation through IL-11 signaling, but this is downstream.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004713,protein tyrosine kinase activity,,,IC,,PMID:7543512,IL-10 induces the tyrosine phosphorylation of tyk2 and Jak1 and the differential assembly of STAT1 alpha and STAT3 complexes in human T cells and monocytes.,,,IL-10 induced JAK1 phosphorylation,ACCEPT,Inferred from IL-10 signaling studies. Core kinase function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004713,protein tyrosine kinase activity,,,IDA,,PMID:8756628,"A single tyrosine of the interleukin-9 (IL-9) receptor is required for STAT activation, antiapoptotic activity, and growth regulation by IL-9.",,,IL-9 receptor signaling,ACCEPT,Direct evidence for JAK1 kinase activity in IL-9 signaling. Core function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004713,protein tyrosine kinase activity,,,IDA,,PMID:10702271,"Interleukin (IL)-7 induces rapid activation of Pyk2, which is bound to Janus kinase 1 and IL-7Ralpha.",,,IL-7 induced Pyk2 activation,ACCEPT,Direct evidence for JAK1 kinase activity in IL-7 signaling. Core function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004713,protein tyrosine kinase activity,,,IDA,,PMID:15226449,Distinct regions of the interleukin-7 receptor regulate different Bcl2 family members.,,,IL-7 receptor and Bcl2 regulation,ACCEPT,Direct evidence for JAK1 kinase activity. Core function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004713,protein tyrosine kinase activity,,,IDA,,PMID:7929391,JAK1 kinase forms complexes with interleukin-4 receptor and 4PS/insulin receptor substrate-1-like protein and is activated by interleukin-4 and interleukin-9 in T lymphocytes.,,,IL-4 and IL-9 receptor activation,ACCEPT,Direct evidence for JAK1 kinase activity in IL-4/IL-9 signaling. Core function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0035771,interleukin-4-mediated signaling pathway,,,IDA,,PMID:7760829,"Cloning of murine Stat6 and human Stat6, Stat proteins that are tyrosine phosphorylated in responses to IL-4 and IL-3 but are not required for mitogenesis.",,,Duplicate IL-4 pathway annotation,ACCEPT,Valid annotation for JAK1's role in IL-4 signaling.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004713,protein tyrosine kinase activity,,,EXP,,PMID:31892268,Characterization of JAK1 Pseudokinase Domain in Cytokine Signaling.,,,JAK1 pseudokinase domain characterization,ACCEPT,Experimental evidence for JAK1 kinase activity and regulation. Core function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0007259,cell surface receptor signaling pathway via JAK-STAT,,,IMP,,PMID:28111307,JAK1 gain-of-function causes an autosomal dominant immune dysregulatory and hypereosinophilic syndrome.,,,JAK1 gain-of-function syndrome,ACCEPT,Valid annotation demonstrating JAK1's role in JAK-STAT signaling.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0007259,cell surface receptor signaling pathway via JAK-STAT,,,IMP,,PMID:32750333,Complex Autoinflammatory Syndrome Unveils Fundamental Principles of JAK1 Kinase Transcriptional and Biochemical Function.,,,Autoinflammatory syndrome study,ACCEPT,Valid annotation demonstrating JAK1's role in JAK-STAT signaling.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0006468,protein phosphorylation,,,IMP,,PMID:32750333,Complex Autoinflammatory Syndrome Unveils Fundamental Principles of JAK1 Kinase Transcriptional and Biochemical Function.,,,Duplicate protein phosphorylation annotation,ACCEPT,Valid annotation for JAK1's phosphorylation activity.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:21679692,The tight junction protein ZO-2 and Janus kinase 1 mediate intercellular communications in vascular smooth muscle cells.,,,ZO-2 binding in smooth muscle cells,REMOVE,"Context-specific protein interaction, not informative for JAK1 core function.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:7759950,Soluble and membrane-anchored forms of the human IFN-alpha/beta receptor.,,,IFN-alpha/beta receptor binding,MODIFY,Shows JAK1 binding to type I IFN receptor. Better captured as receptor binding.,,GO:0004896:cytokine receptor activity,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0005131,growth hormone receptor binding,,,ISS,,PMID:10502458,"The growth hormone receptor associates with Jak1, Jak2 and Tyk2 in human liver.",,,Growth hormone receptor association,KEEP_AS_NON_CORE,"JAK1 does bind GH receptor, but this is one of many receptor interactions.",,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0004713,protein tyrosine kinase activity,,,TAS,,PMID:1848670,"Two novel protein-tyrosine kinases, each with a second phosphotransferase-related catalytic domain, define a new class of protein kinase.",,,Early JAK1 characterization paper,ACCEPT,Foundational paper identifying JAK1 as a tyrosine kinase. Core function.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0006468,protein phosphorylation,,,TAS,,PMID:1848670,"Two novel protein-tyrosine kinases, each with a second phosphotransferase-related catalytic domain, define a new class of protein kinase.",,,Duplicate protein phosphorylation,REMOVE,Already covered by IMP annotation with PMID:28111307.,,,
P23458,JAK1,NCBITaxon:9606,Homo sapiens,GO:0035556,intracellular signal transduction,,,TAS,,PMID:8232552,The protein tyrosine kinase JAK1 complements defects in interferon-alpha/beta and -gamma signal transduction.,,,Duplicate general signal transduction,ACCEPT,Valid annotation for JAK1's signaling function.,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0015630,microtubule cytoskeleton,,,IBA,,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,CKAP2 is directly involved with the microtubule cytoskeleton as a microtubule-binding protein that stabilizes and promotes microtubule growth. This is a core cellular component annotation supported by extensive experimental evidence.,ACCEPT,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0007026,negative regulation of microtubule depolymerization,,,IBA,,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,This annotation accurately reflects CKAP2s core function. Research shows CKAP2 strongly suppresses microtubule catastrophes and stabilizes microtubules against depolymerization. This represents a core molecular function of CKAP2.,ACCEPT,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0000922,spindle pole,,,IEA,,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",,,Experimental evidence strongly supports CKAP2 localization at spindle poles during mitosis. CKAP2 is required for maintaining focused spindle poles and concentrating microtubule minus-ends at spindle poles. This is a well-supported cellular component annotation.,ACCEPT,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0005737,cytoplasm,,,IEA,,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"CKAP2 is indeed present in the cytoplasm, particularly during interphase when it is largely diffuse in the cytosol. However, this is a very general localization term that does not capture CKAP2s specific and functionally important localizations. This annotation is correct but not informative.",KEEP_AS_NON_CORE,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0005819,spindle,,,IEA,,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",,,CKAP2 is strongly enriched at the mitotic spindle during mitosis and is required for proper spindle assembly and maintenance. Multiple studies show CKAP2 localizes to spindle microtubules and is essential for spindle organization. This is a core cellular component annotation.,ACCEPT,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0005856,cytoskeleton,,,IEA,,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,"CKAP2 is indeed a cytoskeleton-associated protein, specifically a microtubule-associated protein (MAP). However, this term is too general - the more specific microtubule cytoskeleton term better captures CKAP2s function. This annotation is correct but lacks specificity.",KEEP_AS_NON_CORE,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0005874,microtubule,,,IEA,,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"CKAP2 directly associates with microtubules as a microtubule-binding protein. This is supported by extensive experimental evidence showing CKAP2 binds to and stabilizes microtubules, particularly during mitosis. This is a core cellular component annotation.",ACCEPT,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0006915,apoptotic process,,,IEA,,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"PMID:16061649 explicitly states that ""In p53-competent cells, Ckap2 does not induce tetraploidy but activates p53-mediated cell cycle arrest and apoptosis."" This demonstrates that CKAP2 overexpression can directly activate apoptosis in a p53-dependent manner. However, this is based on overexpression studies and may not represent normal physiological function.",KEEP_AS_NON_CORE,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0007026,negative regulation of microtubule depolymerization,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,This is a duplicate of the IBA annotation above with the same GO term. The function is well-supported by experimental evidence showing CKAP2 suppresses microtubule catastrophes and stabilizes microtubules. This represents a core biological process for CKAP2.,ACCEPT,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0015630,microtubule cytoskeleton,,,IEA,,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,This is a duplicate of the IBA annotation above with the same GO term. CKAP2 is directly involved with the microtubule cytoskeleton as a microtubule-binding and stabilizing protein. This is a core cellular component annotation.,ACCEPT,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0005730,nucleolus,,,IDA,,GO_REF:0000052,Gene Ontology annotation based on curation of immunofluorescence data,,,"This annotation is based on immunofluorescence data (GO_REF:0000052), but neither PMID:16061649 nor PMID:21399614 mention nucleolar localization. PMID:16061649 shows CKAP2 is absent in G1 phase when nucleolar localization might be expected. This localization is not functionally significant compared to CKAP2s core mitotic functions.",KEEP_AS_NON_CORE,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0005813,centrosome,,,IDA,,GO_REF:0000052,Gene Ontology annotation based on curation of immunofluorescence data,,,CKAP2 localizes to centrosomes during interphase and mitosis and is required for controlling centrosome duplication and ensuring proper centrosome function. This is a core cellular component annotation representing a functionally important subcellular localization for CKAP2.,ACCEPT,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0005929,cilium,,,IDA,,GO_REF:0000052,Gene Ontology annotation based on curation of immunofluorescence data,,,"This annotation is based on immunofluorescence data (GO_REF:0000052), but neither PMID:16061649 nor PMID:21399614 mention ciliary localization or function. CKAP2s well-characterized functions are in mitotic spindle assembly and chromosome segregation. This appears to be an over-annotation possibly due to cross-reactivity or mislocalization artifacts.",MARK_AS_OVER_ANNOTATED,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0015630,microtubule cytoskeleton,,,IDA,,GO_REF:0000052,Gene Ontology annotation based on curation of immunofluorescence data,,,This is a duplicate annotation with the same GO term but based on immunofluorescence data. CKAP2 is indeed directly involved with the microtubule cytoskeleton as demonstrated by multiple experimental approaches. This is a core cellular component annotation.,ACCEPT,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0036064,ciliary basal body,,,IDA,,GO_REF:0000052,Gene Ontology annotation based on curation of immunofluorescence data,,,"This annotation is based on immunofluorescence data (GO_REF:0000052), but neither PMID:16061649 nor PMID:21399614 provide evidence for ciliary basal body localization or function. CKAP2s well-characterized functions are in mitotic spindle assembly and chromosome segregation, not ciliary processes. This appears to be an over-annotation possibly due to immunofluorescence artifacts.",MARK_AS_OVER_ANNOTATED,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0072686,mitotic spindle,,,IDA,,GO_REF:0000052,Gene Ontology annotation based on curation of immunofluorescence data,,,CKAP2 is strongly enriched at the mitotic spindle and is essential for mitotic spindle assembly and maintenance. This is more specific than the general spindle term and accurately reflects CKAP2s core function during mitosis. This is a core cellular component annotation.,ACCEPT,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0015630,microtubule cytoskeleton,,,IDA,,PMID:16061649,"Ckap2 regulates aneuploidy, cell cycling, and cell death in a p53-dependent manner.",,,"PMID:16061649 directly states that ""Overexpressed Ckap2 colocalizes with and stabilizes microtubules"" and shows CKAP2 localizes ""to the spindle during mitosis"" and ""colocalizes with k-fibers during mitosis."" This provides strong experimental evidence for microtubule cytoskeleton involvement.",ACCEPT,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0000281,mitotic cytokinesis,,,IGI,,PMID:16061649,"Ckap2 regulates aneuploidy, cell cycling, and cell death in a p53-dependent manner.",,,"PMID:16061649 states that overexpression of Ckap2 ""suggests disturbed mitosis and cytokinesis"" and shows that in p53-null cells, CKAP2 overexpression ""induces tetraploidy with aberrant centrosome numbers, suggesting disturbed mitosis and cytokinesis."" This suggests CKAP2 dysfunction affects cytokinesis, supporting this annotation.",ACCEPT,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0045944,positive regulation of transcription by RNA polymerase II,,,IGI,,PMID:16061649,"Ckap2 regulates aneuploidy, cell cycling, and cell death in a p53-dependent manner.",,,"After thoroughly reading PMID:16061649, there is absolutely no mention of CKAP2 involvement in transcriptional regulation or RNA polymerase II. The publication focuses entirely on CKAP2s role in microtubule dynamics, chromosome segregation, and cell cycle regulation. This annotation is not supported by the referenced publication.",REMOVE,,,,
Q8WWK9,CKAP2,NCBITaxon:9606,Homo sapiens,GO:0005813,centrosome,,,IDA,,PMID:21399614,Novel asymmetrically localizing components of human centrosomes identified by complementary proteomics methods.,,,"PMID:21399614 is a general centrosome proteomics study that identified CKAP2 among ""126 known and 40 candidate centrosomal proteins"" but provides no specific functional data about CKAP2. This supports centrosome localization but without detailed functional context. This is a core cellular component annotation based on proteomics identification.",ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,,,IBA,,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,STAT1 binds to specific DNA regulatory elements including GAS (gamma-activated sites) and ISRE sequences in gene promoters. This IBA annotation accurately reflects STAT1's well-established function as a sequence-specific transcription factor.,ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",,,IBA,,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,This is STAT1's core molecular function. STAT1 is a bona fide transcription factor that activates RNA polymerase II-mediated transcription of interferon-stimulated genes and other cytokine-responsive genes. IBA annotation is well-supported.,ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0003677,DNA binding,,,IEA,,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,"While STAT1 does bind DNA, this term is overly general. STAT1's DNA binding is sequence-specific and is better captured by more specific terms like GO:0000981 or GO:0043565.",MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0003700,DNA-binding transcription factor activity,,,IEA,,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,,,"This is a core function of STAT1 as a transcription factor. However, the more specific term GO:0000981 (DNA-binding transcription factor activity, RNA polymerase II-specific) is more informative.",ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",,,IEA,,GO_REF:0000117,Electronic Gene Ontology annotations created by ARBA machine learning models,,,Duplicate of the same term with IBA evidence. This IEA annotation supports the same core function but is redundant with higher-quality IBA annotation.,ACCEPT,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:11238845,Vaccinia virus blocks gamma interferon signal transduction: viral VH1 phosphatase reverses Stat1 activation.,,,"PMID:11238845 shows STAT1 interaction with vaccinia virus VH1 phosphatase. While STAT1 does bind proteins, this generic term provides limited functional insight. STAT1's critical protein interactions (homodimerization, JAK binding, coactivator binding) are better captured by more specific terms.",MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:12070153,Identification of both positive and negative domains within the epidermal growth factor receptor COOH-terminal region for signal transducer and activator of transcription (STAT) activation.,,,Study shows STAT1 binding to EGFR domains. Generic protein binding term lacks specificity about STAT1's functional protein interactions.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:12788789,STAT-1 and c-Fos interaction in nitric oxide synthase-2 gene activation.,,,"Study demonstrates STAT1 interaction with c-Fos in NOS2 gene regulation. While this shows functional protein interaction, the generic term is less informative than specific binding terms.",MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:15780933,Structural bases of unphosphorylated STAT1 association and receptor binding.,,,Paper describes structural basis of STAT1 receptor binding interactions. Generic protein binding term lacks functional specificity.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:15825084,Hepatitis C virus expression suppresses interferon signaling by degrading STAT1.,,,Shows HCV core protein degrading STAT1 to suppress interferon signaling. Generic term doesn't capture the functional significance of this pathogen-host interaction.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:16189514,Towards a proteome-scale map of the human protein-protein interaction network.,,,"Large-scale proteome interaction mapping study. While it may identify STAT1 interactions, the generic protein binding term provides minimal functional insight.",MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:16273093,A quantitative protein interaction network for the ErbB receptors using protein microarrays.,,,ErbB receptor protein microarray study. Mass interaction data lacks specific functional context for STAT1.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:16940534,Hepatitis C virus core protein blocks interferon signaling by interaction with the STAT1 SH2 domain.,,,"HCV core protein blocking STAT1 SH2 domain interactions. While functionally relevant, generic protein binding doesn't capture the mechanistic detail.",MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:17275127,HCV NS5A inhibits interferon-alpha signaling through suppression of STAT1 phosphorylation in hepatocyte-derived cell lines.,,,HCV NS5A suppressing STAT1 phosphorylation. Generic protein binding term lacks functional specificity for this pathogen-mediated inhibition.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:17596301,Severe acute respiratory syndrome coronavirus ORF6 antagonizes STAT1 function by sequestering nuclear import factors on the rough endoplasmic reticulum/Golgi membrane.,,,"SARS-CoV ORF6 antagonizing STAT1 nuclear import. While this demonstrates pathogen-host protein interaction, the generic term lacks functional context.",MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:17923090,Acetylation-dependent signal transduction for type I interferon receptor.,,,Study on acetylation-dependent interferon receptor signaling. Generic protein binding term doesn't capture the regulatory complexity of STAT1 interactions.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:20195357,A comprehensive resource of interacting protein regions for refining human transcription factor networks.,,,Comprehensive resource of transcription factor interaction networks. Large-scale interaction data lacks specific functional context.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:20576130,Activated networking of platelet activating factor receptor and FAK/STAT1 induces malignant potential in BRCA1-mutant at-risk ovarian epithelium.,,,PAFR and FAK/STAT1 networking in BRCA1-mutant ovarian epithelium. Context-specific interaction that is better described by more specific terms.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:21903422,Mapping a dynamic innate immunity protein interaction network regulating type I interferon production.,,,"Mapping innate immunity protein interaction networks regulating type I interferon. While functionally relevant, generic term lacks specificity.",MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:21988832,Toward an understanding of the protein interaction network of the human liver.,,,Human liver protein interaction network study. Large-scale proteomic data without specific functional context for STAT1.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:24065129,"IFNβ-dependent increases in STAT1, STAT2, and IRF9 mediate resistance to viruses and DNA damage.",,,"IFN-β increases STAT1/STAT2/IRF9 complex formation for antiviral resistance. While this shows functional protein interactions, generic term doesn't capture the specific complex formation.",MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:24360797,Hepatic RIG-I predicts survival and interferon-α therapeutic response in hepatocellular carcinoma.,,,RIG-I interaction with STAT1 in hepatocellular carcinoma interferon response. Generic protein binding lacks mechanistic specificity.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:24658140,The mammalian-membrane two-hybrid assay (MaMTH) for probing membrane-protein interactions in human cells.,,,Mammalian membrane two-hybrid assay for membrane protein interactions. Technical methodology paper with limited functional insight.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:25241761,Using an in situ proximity ligation assay to systematically profile endogenous protein-protein interactions in a pathway network.,,,In situ proximity ligation assay for pathway protein interactions. Methodological study without specific functional context for STAT1.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:25416956,A proteome-scale map of the human interactome network.,,,Large-scale proteome-scale human interactome network mapping. Generic interaction data without specific functional context.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:25609649,Proteomic analyses reveal distinct chromatin-associated and soluble transcription factor complexes.,,,"Proteomic analysis of chromatin-associated vs. soluble transcription factor complexes. While relevant to STAT1's transcriptional function, generic protein binding lacks specificity.",MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:26889034,"VP8, the Major Tegument Protein of Bovine Herpesvirus 1, Interacts with Cellular STAT1 and Inhibits Interferon Beta Signaling.",,,Bovine herpesvirus VP8 protein interacting with STAT1 to inhibit interferon signaling. Pathogen-host interaction better described by more specific terms.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:26966684,PIPINO: A Software Package to Facilitate the Identification of Protein-Protein Interactions from Affinity Purification Mass Spectrometry Data.,,,PIPINO software for protein-protein interaction identification from mass spectrometry. Computational methodology paper with limited functional context.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:31980649,Extensive rewiring of the EGFR network in colorectal cancer cells expressing transforming levels of KRAS(G13D).,,,EGFR network rewiring in KRAS-mutant colorectal cancer cells. Cancer-specific context where generic protein binding lacks functional detail.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:32953130,SARS-CoV-2 N protein antagonizes type I interferon signaling by suppressing phosphorylation and nuclear translocation of STAT1 and STAT2.,,,"SARS-CoV-2 N protein antagonizing STAT1/STAT2 interferon signaling. While functionally relevant pathogen-host interaction, generic term lacks mechanistic detail.",MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:33961781,Dual proteome-scale networks reveal cell-specific remodeling of the human interactome.,,,Cell-specific remodeling of human interactome networks. Large-scale proteomic data without specific functional context.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:34950606,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Membrane (M) and Spike (S) Proteins Antagonize Host Type I Interferon Response.,,,"SARS-CoV-2 M and S proteins antagonizing interferon response. Viral interference with STAT1, but generic term lacks mechanistic detail.",MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:35140242,Human transcription factor protein interaction networks.,,,Human transcription factor protein interaction networks. Large-scale interaction mapping without specific functional context.,MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:8156998,Ligand-induced IFN gamma receptor tyrosine phosphorylation couples the receptor to its signal transduction system (p91).,,,"IFN-γ receptor tyrosine phosphorylation coupling to STAT1 signal transduction. While this demonstrates functional receptor-STAT1 interaction, generic term lacks specificity.",MARK_AS_OVER_ANNOTATED,,,,
P42224,STAT1,NCBITaxon:9606,Homo sapiens,GO:0005515,protein binding,,,IPI,,PMID:8605877,The SH2 domains of Stat1 and Stat2 mediate multiple interactions in the transduction of IFN-alpha signals.,,,"STAT1/STAT2 SH2 domains mediating IFN-α signal transduction. While this shows critical STAT1 protein interactions, the more specific ""identical protein binding"" term for this paper better captures the homodimerization function.",MARK_AS_OVER_ANNOTATED,,,,
